policy_id,period_month,earned_premium
1725,2025-08,10.0
1725,2025-09,10.0
1726,2021-02,27.72
1726,2021-03,27.72
1726,2021-04,27.72
1726,2021-05,27.72
1726,2021-06,27.72
1726,2021-07,27.72
1726,2021-08,27.72
1726,2021-09,27.72
1726,2021-10,27.72
1726,2021-11,27.72
1727,2023-03,32.38
1727,2023-04,32.38
1727,2023-05,32.38
1727,2023-06,32.38
1727,2023-07,32.38
1727,2023-08,32.38
1727,2023-09,32.38
1727,2023-10,32.38
1727,2023-11,32.38
1727,2023-12,32.38
1727,2024-01,32.38
1727,2024-02,32.38
1727,2024-03,32.38
1727,2024-04,32.38
1727,2024-05,32.38
1727,2024-06,32.38
1727,2024-07,32.38
1727,2024-08,32.38
1727,2024-09,32.38
1727,2024-10,32.38
1727,2024-11,32.38
1727,2024-12,32.38
1727,2025-01,32.38
1727,2025-02,32.38
1727,2025-03,32.38
1727,2025-04,32.38
1727,2025-05,32.38
1727,2025-06,32.38
1727,2025-07,32.38
1727,2025-08,32.38
1727,2025-09,32.38
1728,2024-01,48.88
1728,2024-02,48.88
1728,2024-03,48.88
1728,2024-04,48.88
1728,2024-05,48.88
1728,2024-06,48.88
1728,2024-07,48.88
1728,2024-08,48.88
1728,2024-09,48.88
1728,2024-10,48.88
1728,2024-11,48.88
1728,2024-12,48.88
1728,2025-01,48.88
1728,2025-02,48.88
1728,2025-03,48.88
1728,2025-04,48.88
1728,2025-05,48.88
1728,2025-06,48.88
1728,2025-07,48.88
1728,2025-08,48.88
1728,2025-09,48.88
1729,2025-06,32.46
1729,2025-07,32.46
1729,2025-08,32.46
1729,2025-09,32.46
1730,2022-08,29.52
1730,2022-09,29.52
1730,2022-10,29.52
1730,2022-11,29.52
1730,2022-12,29.52
1730,2023-01,29.52
1730,2023-02,29.52
1730,2023-03,29.52
1730,2023-04,29.52
1730,2023-05,29.52
1730,2023-06,29.52
1730,2023-07,29.52
1730,2023-08,29.52
1730,2023-09,29.52
1730,2023-10,29.52
1730,2023-11,29.52
1730,2023-12,29.52
1730,2024-01,29.52
1730,2024-02,29.52
1730,2024-03,29.52
1730,2024-04,29.52
1730,2024-05,29.52
1730,2024-06,29.52
1730,2024-07,29.52
1730,2024-08,29.52
1730,2024-09,29.52
1730,2024-10,29.52
1730,2024-11,29.52
1730,2024-12,29.52
1730,2025-01,29.52
1730,2025-02,29.52
1730,2025-03,29.52
1730,2025-04,29.52
1730,2025-05,29.52
1730,2025-06,29.52
1730,2025-07,29.52
1730,2025-08,29.52
1730,2025-09,29.52
1731,2022-11,26.69
1731,2022-12,26.69
1731,2023-01,26.69
1731,2023-02,26.69
1731,2023-03,26.69
1731,2023-04,26.69
1731,2023-05,26.69
1731,2023-06,26.69
1731,2023-07,26.69
1731,2023-08,26.69
1731,2023-09,26.69
1731,2023-10,26.69
1731,2023-11,26.69
1731,2023-12,26.69
1731,2024-01,26.69
1731,2024-02,26.69
1731,2024-03,26.69
1731,2024-04,26.69
1731,2024-05,26.69
1731,2024-06,26.69
1731,2024-07,26.69
1731,2024-08,26.69
1731,2024-09,26.69
1731,2024-10,26.69
1731,2024-11,26.69
1731,2024-12,26.69
1731,2025-01,26.69
1731,2025-02,26.69
1731,2025-03,26.69
1731,2025-04,26.69
1731,2025-05,26.69
1731,2025-06,26.69
1731,2025-07,26.69
1731,2025-08,26.69
1731,2025-09,26.69
1732,2024-02,44.76
1732,2024-03,44.76
1732,2024-04,44.76
1732,2024-05,44.76
1732,2024-06,44.76
1732,2024-07,44.76
1732,2024-08,44.76
1732,2024-09,44.76
1732,2024-10,44.76
1732,2024-11,44.76
1732,2024-12,44.76
1732,2025-01,44.76
1732,2025-02,44.76
1732,2025-03,44.76
1732,2025-04,44.76
1732,2025-05,44.76
1732,2025-06,44.76
1733,2022-09,34.4
1733,2022-10,34.4
1733,2022-11,34.4
1733,2022-12,34.4
1733,2023-01,34.4
1733,2023-02,34.4
1733,2023-03,34.4
1733,2023-04,34.4
1733,2023-05,34.4
1733,2023-06,34.4
1733,2023-07,34.4
1733,2023-08,34.4
1733,2023-09,34.4
1734,2025-02,6.67
1734,2025-03,6.67
1734,2025-04,6.67
1734,2025-05,6.67
1734,2025-06,6.67
1734,2025-07,6.67
1734,2025-08,6.67
1734,2025-09,6.67
1735,2025-01,28.44
1735,2025-02,28.44
1735,2025-03,28.44
1735,2025-04,28.44
1735,2025-05,28.44
1735,2025-06,28.44
1735,2025-07,28.44
1735,2025-08,28.44
1735,2025-09,28.44
1736,2021-10,28.37
1736,2021-11,28.37
1736,2021-12,28.37
1736,2022-01,28.37
1736,2022-02,28.37
1736,2022-03,28.37
1736,2022-04,28.37
1736,2022-05,28.37
1736,2022-06,28.37
1736,2022-07,28.37
1737,2022-07,44.85
1737,2022-08,44.85
1737,2022-09,44.85
1737,2022-10,44.85
1737,2022-11,44.85
1737,2022-12,44.85
1737,2023-01,44.85
1737,2023-02,44.85
1737,2023-03,44.85
1737,2023-04,44.85
1737,2023-05,44.85
1737,2023-06,44.85
1737,2023-07,44.85
1737,2023-08,44.85
1737,2023-09,44.85
1737,2023-10,44.85
1737,2023-11,44.85
1737,2023-12,44.85
1737,2024-01,44.85
1737,2024-02,44.85
1737,2024-03,44.85
1737,2024-04,44.85
1737,2024-05,44.85
1737,2024-06,44.85
1737,2024-07,44.85
1737,2024-08,44.85
1737,2024-09,44.85
1737,2024-10,44.85
1737,2024-11,44.85
1737,2024-12,44.85
1737,2025-01,44.85
1737,2025-02,44.85
1737,2025-03,44.85
1737,2025-04,44.85
1737,2025-05,44.85
1737,2025-06,44.85
1737,2025-07,44.85
1737,2025-08,44.85
1737,2025-09,44.85
1738,2021-04,33.15
1738,2021-05,33.15
1738,2021-06,33.15
1738,2021-07,33.15
1738,2021-08,33.15
1738,2021-09,33.15
1738,2021-10,33.15
1738,2021-11,33.15
1738,2021-12,33.15
1738,2022-01,33.15
1738,2022-02,33.15
1738,2022-03,33.15
1738,2022-04,33.15
1738,2022-05,33.15
1738,2022-06,33.15
1738,2022-07,33.15
1738,2022-08,33.15
1739,2022-01,34.54
1739,2022-02,34.54
1739,2022-03,34.54
1739,2022-04,34.54
1739,2022-05,34.54
1739,2022-06,34.54
1739,2022-07,34.54
1739,2022-08,34.54
1739,2022-09,34.54
1739,2022-10,34.54
1739,2022-11,34.54
1739,2022-12,34.54
1739,2023-01,34.54
1739,2023-02,34.54
1739,2023-03,34.54
1739,2023-04,34.54
1739,2023-05,34.54
1739,2023-06,34.54
1739,2023-07,34.54
1739,2023-08,34.54
1739,2023-09,34.54
1739,2023-10,34.54
1739,2023-11,34.54
1739,2023-12,34.54
1739,2024-01,34.54
1739,2024-02,34.54
1739,2024-03,34.54
1739,2024-04,34.54
1739,2024-05,34.54
1739,2024-06,34.54
1739,2024-07,34.54
1739,2024-08,34.54
1739,2024-09,34.54
1739,2024-10,34.54
1739,2024-11,34.54
1739,2024-12,34.54
1739,2025-01,34.54
1739,2025-02,34.54
1739,2025-03,34.54
1739,2025-04,34.54
1739,2025-05,34.54
1739,2025-06,34.54
1739,2025-07,34.54
1739,2025-08,34.54
1739,2025-09,34.54
1740,2021-09,29.81
1740,2021-10,29.81
1740,2021-11,29.81
1740,2021-12,29.81
1740,2022-01,29.81
1740,2022-02,29.81
1740,2022-03,29.81
1740,2022-04,29.81
1740,2022-05,29.81
1740,2022-06,29.81
1740,2022-07,29.81
1740,2022-08,29.81
1740,2022-09,29.81
1740,2022-10,29.81
1740,2022-11,29.81
1740,2022-12,29.81
1740,2023-01,29.81
1740,2023-02,29.81
1740,2023-03,29.81
1740,2023-04,29.81
1740,2023-05,29.81
1740,2023-06,29.81
1740,2023-07,29.81
1740,2023-08,29.81
1740,2023-09,29.81
1740,2023-10,29.81
1740,2023-11,29.81
1740,2023-12,29.81
1740,2024-01,29.81
1740,2024-02,29.81
1740,2024-03,29.81
1740,2024-04,29.81
1740,2024-05,29.81
1740,2024-06,29.81
1740,2024-07,29.81
1740,2024-08,29.81
1740,2024-09,29.81
1740,2024-10,29.81
1740,2024-11,29.81
1740,2024-12,29.81
1740,2025-01,29.81
1740,2025-02,29.81
1740,2025-03,29.81
1740,2025-04,29.81
1740,2025-05,29.81
1740,2025-06,29.81
1740,2025-07,29.81
1740,2025-08,29.81
1740,2025-09,29.81
1741,2022-09,38.73
1741,2022-10,38.73
1741,2022-11,38.73
1741,2022-12,38.73
1741,2023-01,38.73
1741,2023-02,38.73
1741,2023-03,38.73
1741,2023-04,38.73
1741,2023-05,38.73
1741,2023-06,38.73
1741,2023-07,38.73
1741,2023-08,38.73
1741,2023-09,38.73
1741,2023-10,38.73
1741,2023-11,38.73
1741,2023-12,38.73
1741,2024-01,38.73
1741,2024-02,38.73
1741,2024-03,38.73
1741,2024-04,38.73
1741,2024-05,38.73
1741,2024-06,38.73
1741,2024-07,38.73
1741,2024-08,38.73
1741,2024-09,38.73
1741,2024-10,38.73
1741,2024-11,38.73
1741,2024-12,38.73
1741,2025-01,38.73
1741,2025-02,38.73
1741,2025-03,38.73
1741,2025-04,38.73
1741,2025-05,38.73
1741,2025-06,38.73
1741,2025-07,38.73
1741,2025-08,38.73
1741,2025-09,38.73
1742,2023-06,10.0
1742,2023-07,10.0
1742,2023-08,10.0
1742,2023-09,10.0
1742,2023-10,10.0
1742,2023-11,10.0
1742,2023-12,10.0
1742,2024-01,10.0
1743,2020-12,29.86
1743,2021-01,29.86
1743,2021-02,29.86
1743,2021-03,29.86
1743,2021-04,29.86
1743,2021-05,29.86
1743,2021-06,29.86
1743,2021-07,29.86
1743,2021-08,29.86
1743,2021-09,29.86
1743,2021-10,29.86
1743,2021-11,29.86
1743,2021-12,29.86
1743,2022-01,29.86
1743,2022-02,29.86
1743,2022-03,29.86
1743,2022-04,29.86
1743,2022-05,29.86
1743,2022-06,29.86
1743,2022-07,29.86
1743,2022-08,29.86
1743,2022-09,29.86
1743,2022-10,29.86
1743,2022-11,29.86
1743,2022-12,29.86
1743,2023-01,29.86
1743,2023-02,29.86
1743,2023-03,29.86
1743,2023-04,29.86
1743,2023-05,29.86
1743,2023-06,29.86
1743,2023-07,29.86
1743,2023-08,29.86
1743,2023-09,29.86
1743,2023-10,29.86
1743,2023-11,29.86
1743,2023-12,29.86
1743,2024-01,29.86
1743,2024-02,29.86
1743,2024-03,29.86
1743,2024-04,29.86
1743,2024-05,29.86
1743,2024-06,29.86
1743,2024-07,29.86
1743,2024-08,29.86
1743,2024-09,29.86
1743,2024-10,29.86
1744,2024-02,38.23
1744,2024-03,38.23
1744,2024-04,38.23
1744,2024-05,38.23
1744,2024-06,38.23
1744,2024-07,38.23
1744,2024-08,38.23
1744,2024-09,38.23
1744,2024-10,38.23
1744,2024-11,38.23
1744,2024-12,38.23
1744,2025-01,38.23
1744,2025-02,38.23
1744,2025-03,38.23
1744,2025-04,38.23
1744,2025-05,38.23
1744,2025-06,38.23
1744,2025-07,38.23
1744,2025-08,38.23
1744,2025-09,38.23
1745,2023-08,33.33
1745,2023-09,33.33
1745,2023-10,33.33
1745,2023-11,33.33
1745,2023-12,33.33
1745,2024-01,33.33
1745,2024-02,33.33
1745,2024-03,33.33
1745,2024-04,33.33
1745,2024-05,33.33
1745,2024-06,33.33
1745,2024-07,33.33
1745,2024-08,33.33
1745,2024-09,33.33
1745,2024-10,33.33
1745,2024-11,33.33
1745,2024-12,33.33
1745,2025-01,33.33
1745,2025-02,33.33
1745,2025-03,33.33
1745,2025-04,33.33
1745,2025-05,33.33
1745,2025-06,33.33
1745,2025-07,33.33
1745,2025-08,33.33
1745,2025-09,33.33
1746,2023-12,29.86
1746,2024-01,29.86
1746,2024-02,29.86
1746,2024-03,29.86
1746,2024-04,29.86
1746,2024-05,29.86
1746,2024-06,29.86
1746,2024-07,29.86
1746,2024-08,29.86
1746,2024-09,29.86
1746,2024-10,29.86
1746,2024-11,29.86
1746,2024-12,29.86
1746,2025-01,29.86
1746,2025-02,29.86
1746,2025-03,29.86
1746,2025-04,29.86
1746,2025-05,29.86
1746,2025-06,29.86
1746,2025-07,29.86
1746,2025-08,29.86
1746,2025-09,29.86
1747,2022-02,45.99
1747,2022-03,45.99
1747,2022-04,45.99
1747,2022-05,45.99
1747,2022-06,45.99
1747,2022-07,45.99
1747,2022-08,45.99
1747,2022-09,45.99
1747,2022-10,45.99
1747,2022-11,45.99
1747,2022-12,45.99
1747,2023-01,45.99
1747,2023-02,45.99
1747,2023-03,45.99
1747,2023-04,45.99
1747,2023-05,45.99
1747,2023-06,45.99
1747,2023-07,45.99
1747,2023-08,45.99
1747,2023-09,45.99
1747,2023-10,45.99
1747,2023-11,45.99
1747,2023-12,45.99
1748,2021-07,31.54
1748,2021-08,31.54
1748,2021-09,31.54
1748,2021-10,31.54
1748,2021-11,31.54
1748,2021-12,31.54
1748,2022-01,31.54
1748,2022-02,31.54
1748,2022-03,31.54
1748,2022-04,31.54
1748,2022-05,31.54
1748,2022-06,31.54
1748,2022-07,31.54
1749,2024-01,31.96
1749,2024-02,31.96
1749,2024-03,31.96
1749,2024-04,31.96
1749,2024-05,31.96
1749,2024-06,31.96
1749,2024-07,31.96
1749,2024-08,31.96
1749,2024-09,31.96
1749,2024-10,31.96
1749,2024-11,31.96
1749,2024-12,31.96
1749,2025-01,31.96
1749,2025-02,31.96
1749,2025-03,31.96
1749,2025-04,31.96
1749,2025-05,31.96
1749,2025-06,31.96
1749,2025-07,31.96
1749,2025-08,31.96
1749,2025-09,31.96
1750,2024-06,35.53
1750,2024-07,35.53
1750,2024-08,35.53
1750,2024-09,35.53
1750,2024-10,35.53
1750,2024-11,35.53
1750,2024-12,35.53
1750,2025-01,35.53
1750,2025-02,35.53
1750,2025-03,35.53
1750,2025-04,35.53
1750,2025-05,35.53
1750,2025-06,35.53
1750,2025-07,35.53
1750,2025-08,35.53
1750,2025-09,35.53
1751,2023-01,16.67
1751,2023-02,16.67
1751,2023-03,16.67
1751,2023-04,16.67
1751,2023-05,16.67
1751,2023-06,16.67
1751,2023-07,16.67
1751,2023-08,16.67
1751,2023-09,16.67
1751,2023-10,16.67
1751,2023-11,16.67
1751,2023-12,16.67
1751,2024-01,16.67
1751,2024-02,16.67
1751,2024-03,16.67
1751,2024-04,16.67
1751,2024-05,16.67
1751,2024-06,16.67
1751,2024-07,16.67
1751,2024-08,16.67
1751,2024-09,16.67
1751,2024-10,16.67
1751,2024-11,16.67
1751,2024-12,16.67
1751,2025-01,16.67
1751,2025-02,16.67
1751,2025-03,16.67
1751,2025-04,16.67
1751,2025-05,16.67
1751,2025-06,16.67
1751,2025-07,16.67
1751,2025-08,16.67
1751,2025-09,16.67
1752,2023-10,26.05
1752,2023-11,26.05
1752,2023-12,26.05
1752,2024-01,26.05
1752,2024-02,26.05
1752,2024-03,26.05
1752,2024-04,26.05
1752,2024-05,26.05
1752,2024-06,26.05
1752,2024-07,26.05
1752,2024-08,26.05
1752,2024-09,26.05
1753,2021-03,36.89
1753,2021-04,36.89
1753,2021-05,36.89
1753,2021-06,36.89
1753,2021-07,36.89
1753,2021-08,36.89
1753,2021-09,36.89
1753,2021-10,36.89
1753,2021-11,36.89
1753,2021-12,36.89
1753,2022-01,36.89
1753,2022-02,36.89
1753,2022-03,36.89
1753,2022-04,36.89
1753,2022-05,36.89
1753,2022-06,36.89
1753,2022-07,36.89
1753,2022-08,36.89
1753,2022-09,36.89
1753,2022-10,36.89
1753,2022-11,36.89
1753,2022-12,36.89
1754,2022-07,31.2
1754,2022-08,31.2
1754,2022-09,31.2
1754,2022-10,31.2
1754,2022-11,31.2
1754,2022-12,31.2
1754,2023-01,31.2
1754,2023-02,31.2
1754,2023-03,31.2
1754,2023-04,31.2
1754,2023-05,31.2
1754,2023-06,31.2
1754,2023-07,31.2
1754,2023-08,31.2
1754,2023-09,31.2
1754,2023-10,31.2
1754,2023-11,31.2
1754,2023-12,31.2
1754,2024-01,31.2
1754,2024-02,31.2
1754,2024-03,31.2
1754,2024-04,31.2
1754,2024-05,31.2
1754,2024-06,31.2
1754,2024-07,31.2
1754,2024-08,31.2
1754,2024-09,31.2
1754,2024-10,31.2
1754,2024-11,31.2
1754,2024-12,31.2
1755,2021-09,30.49
1755,2021-10,30.49
1755,2021-11,30.49
1755,2021-12,30.49
1755,2022-01,30.49
1755,2022-02,30.49
1755,2022-03,30.49
1755,2022-04,30.49
1755,2022-05,30.49
1755,2022-06,30.49
1755,2022-07,30.49
1755,2022-08,30.49
1755,2022-09,30.49
1755,2022-10,30.49
1755,2022-11,30.49
1755,2022-12,30.49
1755,2023-01,30.49
1755,2023-02,30.49
1755,2023-03,30.49
1755,2023-04,30.49
1755,2023-05,30.49
1755,2023-06,30.49
1755,2023-07,30.49
1755,2023-08,30.49
1755,2023-09,30.49
1755,2023-10,30.49
1755,2023-11,30.49
1755,2023-12,30.49
1755,2024-01,30.49
1755,2024-02,30.49
1755,2024-03,30.49
1755,2024-04,30.49
1755,2024-05,30.49
1755,2024-06,30.49
1755,2024-07,30.49
1755,2024-08,30.49
1755,2024-09,30.49
1755,2024-10,30.49
1755,2024-11,30.49
1755,2024-12,30.49
1755,2025-01,30.49
1755,2025-02,30.49
1755,2025-03,30.49
1755,2025-04,30.49
1755,2025-05,30.49
1755,2025-06,30.49
1755,2025-07,30.49
1755,2025-08,30.49
1755,2025-09,30.49
1756,2021-06,51.63
1756,2021-07,51.63
1756,2021-08,51.63
1756,2021-09,51.63
1756,2021-10,51.63
1756,2021-11,51.63
1756,2021-12,51.63
1756,2022-01,51.63
1756,2022-02,51.63
1756,2022-03,51.63
1756,2022-04,51.63
1756,2022-05,51.63
1756,2022-06,51.63
1756,2022-07,51.63
1756,2022-08,51.63
1756,2022-09,51.63
1756,2022-10,51.63
1756,2022-11,51.63
1756,2022-12,51.63
1756,2023-01,51.63
1756,2023-02,51.63
1756,2023-03,51.63
1756,2023-04,51.63
1756,2023-05,51.63
1756,2023-06,51.63
1756,2023-07,51.63
1756,2023-08,51.63
1756,2023-09,51.63
1756,2023-10,51.63
1756,2023-11,51.63
1756,2023-12,51.63
1756,2024-01,51.63
1756,2024-02,51.63
1756,2024-03,51.63
1756,2024-04,51.63
1756,2024-05,51.63
1756,2024-06,51.63
1756,2024-07,51.63
1756,2024-08,51.63
1756,2024-09,51.63
1756,2024-10,51.63
1756,2024-11,51.63
1756,2024-12,51.63
1756,2025-01,51.63
1756,2025-02,51.63
1756,2025-03,51.63
1756,2025-04,51.63
1756,2025-05,51.63
1756,2025-06,51.63
1756,2025-07,51.63
1756,2025-08,51.63
1757,2021-07,31.38
1757,2021-08,31.38
1757,2021-09,31.38
1757,2021-10,31.38
1757,2021-11,31.38
1757,2021-12,31.38
1757,2022-01,31.38
1757,2022-02,31.38
1757,2022-03,31.38
1757,2022-04,31.38
1757,2022-05,31.38
1757,2022-06,31.38
1757,2022-07,31.38
1757,2022-08,31.38
1757,2022-09,31.38
1757,2022-10,31.38
1757,2022-11,31.38
1757,2022-12,31.38
1757,2023-01,31.38
1757,2023-02,31.38
1757,2023-03,31.38
1757,2023-04,31.38
1757,2023-05,31.38
1757,2023-06,31.38
1757,2023-07,31.38
1757,2023-08,31.38
1757,2023-09,31.38
1757,2023-10,31.38
1757,2023-11,31.38
1757,2023-12,31.38
1757,2024-01,31.38
1757,2024-02,31.38
1757,2024-03,31.38
1757,2024-04,31.38
1757,2024-05,31.38
1757,2024-06,31.38
1757,2024-07,31.38
1757,2024-08,31.38
1757,2024-09,31.38
1757,2024-10,31.38
1757,2024-11,31.38
1757,2024-12,31.38
1757,2025-01,31.38
1757,2025-02,31.38
1757,2025-03,31.38
1757,2025-04,31.38
1757,2025-05,31.38
1757,2025-06,31.38
1757,2025-07,31.38
1757,2025-08,31.38
1757,2025-09,31.38
1758,2022-09,27.21
1758,2022-10,27.21
1758,2022-11,27.21
1758,2022-12,27.21
1758,2023-01,27.21
1758,2023-02,27.21
1758,2023-03,27.21
1758,2023-04,27.21
1758,2023-05,27.21
1758,2023-06,27.21
1758,2023-07,27.21
1758,2023-08,27.21
1758,2023-09,27.21
1758,2023-10,27.21
1758,2023-11,27.21
1758,2023-12,27.21
1758,2024-01,27.21
1758,2024-02,27.21
1758,2024-03,27.21
1758,2024-04,27.21
1758,2024-05,27.21
1758,2024-06,27.21
1758,2024-07,27.21
1758,2024-08,27.21
1758,2024-09,27.21
1758,2024-10,27.21
1758,2024-11,27.21
1758,2024-12,27.21
1758,2025-01,27.21
1758,2025-02,27.21
1758,2025-03,27.21
1758,2025-04,27.21
1758,2025-05,27.21
1758,2025-06,27.21
1758,2025-07,27.21
1758,2025-08,27.21
1758,2025-09,27.21
1759,2024-11,29.66
1759,2024-12,29.66
1759,2025-01,29.66
1759,2025-02,29.66
1759,2025-03,29.66
1759,2025-04,29.66
1759,2025-05,29.66
1759,2025-06,29.66
1759,2025-07,29.66
1759,2025-08,29.66
1759,2025-09,29.66
1760,2022-12,40.11
1760,2023-01,40.11
1760,2023-02,40.11
1760,2023-03,40.11
1760,2023-04,40.11
1760,2023-05,40.11
1760,2023-06,40.11
1760,2023-07,40.11
1760,2023-08,40.11
1760,2023-09,40.11
1760,2023-10,40.11
1760,2023-11,40.11
1760,2023-12,40.11
1760,2024-01,40.11
1760,2024-02,40.11
1760,2024-03,40.11
1760,2024-04,40.11
1760,2024-05,40.11
1760,2024-06,40.11
1760,2024-07,40.11
1760,2024-08,40.11
1760,2024-09,40.11
1760,2024-10,40.11
1760,2024-11,40.11
1760,2024-12,40.11
1760,2025-01,40.11
1760,2025-02,40.11
1760,2025-03,40.11
1760,2025-04,40.11
1760,2025-05,40.11
1760,2025-06,40.11
1760,2025-07,40.11
1760,2025-08,40.11
1760,2025-09,40.11
1761,2023-11,39.57
1761,2023-12,39.57
1761,2024-01,39.57
1761,2024-02,39.57
1761,2024-03,39.57
1761,2024-04,39.57
1761,2024-05,39.57
1761,2024-06,39.57
1761,2024-07,39.57
1761,2024-08,39.57
1761,2024-09,39.57
1761,2024-10,39.57
1761,2024-11,39.57
1761,2024-12,39.57
1761,2025-01,39.57
1761,2025-02,39.57
1761,2025-03,39.57
1761,2025-04,39.57
1761,2025-05,39.57
1761,2025-06,39.57
1761,2025-07,39.57
1761,2025-08,39.57
1761,2025-09,39.57
1762,2023-02,33.32
1762,2023-03,33.32
1762,2023-04,33.32
1762,2023-05,33.32
1762,2023-06,33.32
1762,2023-07,33.32
1762,2023-08,33.32
1762,2023-09,33.32
1762,2023-10,33.32
1762,2023-11,33.32
1762,2023-12,33.32
1762,2024-01,33.32
1762,2024-02,33.32
1762,2024-03,33.32
1762,2024-04,33.32
1762,2024-05,33.32
1762,2024-06,33.32
1762,2024-07,33.32
1762,2024-08,33.32
1762,2024-09,33.32
1762,2024-10,33.32
1762,2024-11,33.32
1762,2024-12,33.32
1762,2025-01,33.32
1762,2025-02,33.32
1762,2025-03,33.32
1762,2025-04,33.32
1762,2025-05,33.32
1762,2025-06,33.32
1762,2025-07,33.32
1762,2025-08,33.32
1762,2025-09,33.32
1763,2025-05,35.37
1763,2025-06,35.37
1763,2025-07,35.37
1763,2025-08,35.37
1763,2025-09,35.37
1764,2023-03,36.83
1764,2023-04,36.83
1764,2023-05,36.83
1764,2023-06,36.83
1764,2023-07,36.83
1764,2023-08,36.83
1764,2023-09,36.83
1764,2023-10,36.83
1764,2023-11,36.83
1764,2023-12,36.83
1764,2024-01,36.83
1764,2024-02,36.83
1764,2024-03,36.83
1764,2024-04,36.83
1764,2024-05,36.83
1764,2024-06,36.83
1764,2024-07,36.83
1764,2024-08,36.83
1764,2024-09,36.83
1764,2024-10,36.83
1764,2024-11,36.83
1764,2024-12,36.83
1764,2025-01,36.83
1764,2025-02,36.83
1764,2025-03,36.83
1764,2025-04,36.83
1764,2025-05,36.83
1764,2025-06,36.83
1764,2025-07,36.83
1764,2025-08,36.83
1764,2025-09,36.83
1765,2021-02,33.46
1765,2021-03,33.46
1765,2021-04,33.46
1765,2021-05,33.46
1765,2021-06,33.46
1765,2021-07,33.46
1765,2021-08,33.46
1765,2021-09,33.46
1765,2021-10,33.46
1765,2021-11,33.46
1765,2021-12,33.46
1765,2022-01,33.46
1765,2022-02,33.46
1765,2022-03,33.46
1765,2022-04,33.46
1765,2022-05,33.46
1765,2022-06,33.46
1765,2022-07,33.46
1765,2022-08,33.46
1765,2022-09,33.46
1765,2022-10,33.46
1765,2022-11,33.46
1765,2022-12,33.46
1765,2023-01,33.46
1765,2023-02,33.46
1765,2023-03,33.46
1765,2023-04,33.46
1765,2023-05,33.46
1765,2023-06,33.46
1765,2023-07,33.46
1765,2023-08,33.46
1765,2023-09,33.46
1765,2023-10,33.46
1765,2023-11,33.46
1765,2023-12,33.46
1766,2024-07,10.0
1766,2024-08,10.0
1766,2024-09,10.0
1766,2024-10,10.0
1766,2024-11,10.0
1766,2024-12,10.0
1766,2025-01,10.0
1766,2025-02,10.0
1766,2025-03,10.0
1766,2025-04,10.0
1766,2025-05,10.0
1766,2025-06,10.0
1766,2025-07,10.0
1766,2025-08,10.0
1766,2025-09,10.0
1767,2025-05,26.08
1767,2025-06,26.08
1767,2025-07,26.08
1767,2025-08,26.08
1767,2025-09,26.08
1768,2025-08,45.62
1768,2025-09,45.62
1769,2022-09,44.16
1769,2022-10,44.16
1769,2022-11,44.16
1769,2022-12,44.16
1769,2023-01,44.16
1769,2023-02,44.16
1769,2023-03,44.16
1769,2023-04,44.16
1769,2023-05,44.16
1769,2023-06,44.16
1769,2023-07,44.16
1769,2023-08,44.16
1769,2023-09,44.16
1769,2023-10,44.16
1769,2023-11,44.16
1769,2023-12,44.16
1769,2024-01,44.16
1769,2024-02,44.16
1769,2024-03,44.16
1769,2024-04,44.16
1769,2024-05,44.16
1769,2024-06,44.16
1769,2024-07,44.16
1769,2024-08,44.16
1769,2024-09,44.16
1769,2024-10,44.16
1769,2024-11,44.16
1769,2024-12,44.16
1769,2025-01,44.16
1769,2025-02,44.16
1769,2025-03,44.16
1769,2025-04,44.16
1769,2025-05,44.16
1769,2025-06,44.16
1769,2025-07,44.16
1770,2023-08,30.16
1770,2023-09,30.16
1770,2023-10,30.16
1770,2023-11,30.16
1770,2023-12,30.16
1770,2024-01,30.16
1770,2024-02,30.16
1770,2024-03,30.16
1771,2024-08,30.61
1771,2024-09,30.61
1771,2024-10,30.61
1771,2024-11,30.61
1771,2024-12,30.61
1771,2025-01,30.61
1771,2025-02,30.61
1771,2025-03,30.61
1771,2025-04,30.61
1771,2025-05,30.61
1771,2025-06,30.61
1771,2025-07,30.61
1771,2025-08,30.61
1771,2025-09,30.61
1772,2023-04,35.75
1772,2023-05,35.75
1772,2023-06,35.75
1772,2023-07,35.75
1772,2023-08,35.75
1772,2023-09,35.75
1772,2023-10,35.75
1772,2023-11,35.75
1772,2023-12,35.75
1772,2024-01,35.75
1772,2024-02,35.75
1772,2024-03,35.75
1772,2024-04,35.75
1772,2024-05,35.75
1772,2024-06,35.75
1772,2024-07,35.75
1772,2024-08,35.75
1772,2024-09,35.75
1772,2024-10,35.75
1772,2024-11,35.75
1772,2024-12,35.75
1772,2025-01,35.75
1772,2025-02,35.75
1772,2025-03,35.75
1772,2025-04,35.75
1772,2025-05,35.75
1772,2025-06,35.75
1772,2025-07,35.75
1772,2025-08,35.75
1772,2025-09,35.75
1773,2024-10,31.54
1773,2024-11,31.54
1773,2024-12,31.54
1773,2025-01,31.54
1773,2025-02,31.54
1773,2025-03,31.54
1773,2025-04,31.54
1773,2025-05,31.54
1773,2025-06,31.54
1773,2025-07,31.54
1773,2025-08,31.54
1773,2025-09,31.54
1774,2024-04,27.77
1774,2024-05,27.77
1774,2024-06,27.77
1774,2024-07,27.77
1774,2024-08,27.77
1774,2024-09,27.77
1774,2024-10,27.77
